camp_id,campaign_name,parent_campaign_id,campaign_hierarchy_level,target_segment_ids,target_segment_count,channel_ids,primary_channel,channel_count,audience_list_ids,exclude_audience_ids,agency_ids,lead_agency,influencer_ids,influencer_count,featured_product_ids,excluded_product_ids,media_deal_ids,owning_team_id,secondary_team_ids,related_campaign_ids,competing_campaign_ids,creative_asset_ids,hero_creative_id,campaign_type,campaign_objective,start_date,end_date,status,ch_google_ads_on,ch_google_ads_budget_pct,ch_google_ads_priority,ch_meta_ads_on,ch_meta_ads_budget_pct,ch_meta_ads_priority,ch_tiktok_ads_on,ch_tiktok_ads_budget_pct,ch_tiktok_ads_priority,ch_naver_ads_on,ch_naver_ads_budget_pct,ch_naver_ads_priority,ch_kakao_moment_on,ch_kakao_moment_budget_pct,ch_kakao_moment_priority,ch_youtube_on,ch_youtube_budget_pct,ch_youtube_priority,ch_instagram_on,ch_instagram_budget_pct,ch_instagram_priority,ch_twitter_x_on,ch_twitter_x_budget_pct,ch_twitter_x_priority,ch_linkedin_on,ch_linkedin_budget_pct,ch_linkedin_priority,ch_email_on,ch_email_budget_pct,ch_email_priority,ch_sms_on,ch_sms_budget_pct,ch_sms_priority,ch_push_notification_on,ch_push_notification_budget_pct,ch_push_notification_priority,ch_display_network_on,ch_display_network_budget_pct,ch_display_network_priority,ch_native_ad_on,ch_native_ad_budget_pct,ch_native_ad_priority,ch_affiliate_on,ch_affiliate_budget_pct,ch_affiliate_priority,ch_programmatic_on,ch_programmatic_budget_pct,ch_programmatic_priority,ch_ott_ads_on,ch_ott_ads_budget_pct,ch_ott_ads_priority,ch_podcast_ads_on,ch_podcast_ads_budget_pct,ch_podcast_ads_priority,ch_influencer_on,ch_influencer_budget_pct,ch_influencer_priority,ch_offline_event_on,ch_offline_event_budget_pct,ch_offline_event_priority,target_age_min,target_age_max,target_gender,geo_서울,geo_경기,geo_부산,geo_대구,geo_인천,geo_광주,geo_대전,geo_울산,geo_세종,geo_강원,geo_충북,geo_충남,geo_전북,geo_전남,geo_경북,geo_경남,geo_제주,total_budget_krw,bid_strategy,kpi_impressions_target,kpi_impressions_actual,kpi_impressions_achievement,kpi_impressions_status,kpi_clicks_target,kpi_clicks_actual,kpi_clicks_achievement,kpi_clicks_status,kpi_conversions_target,kpi_conversions_actual,kpi_conversions_achievement,kpi_conversions_status,kpi_spend_target,kpi_spend_actual,kpi_spend_achievement,kpi_spend_status,kpi_revenue_target,kpi_revenue_actual,kpi_revenue_achievement,kpi_revenue_status,kpi_ctr_target,kpi_ctr_actual,kpi_ctr_achievement,kpi_ctr_status,kpi_cvr_target,kpi_cvr_actual,kpi_cvr_achievement,kpi_cvr_status,kpi_cpc_target,kpi_cpc_actual,kpi_cpc_achievement,kpi_cpc_status,kpi_cpa_target,kpi_cpa_actual,kpi_cpa_achievement,kpi_cpa_status,kpi_roas_target,kpi_roas_actual,kpi_roas_achievement,kpi_roas_status,kpi_cpm_target,kpi_cpm_actual,kpi_cpm_achievement,kpi_cpm_status,kpi_cpv_target,kpi_cpv_actual,kpi_cpv_achievement,kpi_cpv_status,kpi_vtr_target,kpi_vtr_actual,kpi_vtr_achievement,kpi_vtr_status,kpi_engagement_rate_target,kpi_engagement_rate_actual,kpi_engagement_rate_achievement,kpi_engagement_rate_status,kpi_bounce_rate_target,kpi_bounce_rate_actual,kpi_bounce_rate_achievement,kpi_bounce_rate_status,kpi_session_duration_target,kpi_session_duration_actual,kpi_session_duration_achievement,kpi_session_duration_status,kpi_pages_per_session_target,kpi_pages_per_session_actual,kpi_pages_per_session_achievement,kpi_pages_per_session_status,kpi_new_users_target,kpi_new_users_actual,kpi_new_users_achievement,kpi_new_users_status,kpi_returning_users_target,kpi_returning_users_actual,kpi_returning_users_achievement,kpi_returning_users_status,kpi_assisted_conversions_target,kpi_assisted_conversions_actual,kpi_assisted_conversions_achievement,kpi_assisted_conversions_status
CAMP-0373,캠페인_연중_CRM_373,CAMP-0215,0,SEG-006|SEG-094|SEG-046|SEG-079|SEG-056|SEG-036|SEG-082|SEG-008,8,youtube|affiliate|tiktok_ads,youtube,3,AUD-040|AUD-032|AUD-108,AUD-058|AUD-102|AUD-150,AGENCY-23|AGENCY-6|AGENCY-34,AGENCY-23,INF-5|INF-158|INF-229|INF-297,4,PRD-16|PRD-234|PRD-383|PRD-432|PRD-188|PRD-140,PRD-279,DEAL-120|DEAL-105|DEAL-117,TEAM-3,TEAM-27|TEAM-11,CAMP-0789|CAMP-0098|CAMP-0017|CAMP-0214|CAMP-0031,CAMP-0165|CAMP-0484,CR-583,CR-1463,performance,traffic,07-06-2025,13-07-2023,ACTIVE,1,0.016,high,0,0.246,,0,0.04,high,1,0.029,high,0,0.135,,1,0.162,medium,,0.009,low,,0.011,,1,0.298,medium,1,0.275,low,1,0.113,low,1,0.131,,1,0.182,critical,Y,0.159,medium,Y,0.233,medium,1,0.287,,,0.17,,0,0.124,,0,0.016,,1,0.028,high,20,45,M+F,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,manual_cpc,1220.06,1360.34,2.176,exceeded,293.11,1693.9,0.738,exceeded,22.26,784.88,0.498,초과,520.5,821.52,2.824,at_risk,48.74,382.81,2.184,초과,2619.94,395.65,1.949,exceeded,1137.35,5173.01,2.821,behind,1481.28,385.85,2.192,on_track,995.14,464.98,1.95,초과,2199.64,1698.69,1.636,,762.92,1470.37,2.426,미달,2405.23,1244.83,2.471,on_track,152.76,194.71,2.007,on_track,1706.15,325.41,1.434,초과,918.82,1101.72,1.545,at_risk,1167.54,1060.39,2.921,미달,1955.2,487.09,0.255,,1632.99,324.53,0.806,,1377.68,417.02,0.65,behind,855.73,919.42,2.836,
CAMP-0374,,,0,SEG-086|SEG-082,2,instagram|display_network|youtube|programmatic,instagram,4,AUD-087,AUD-021,AGENCY-23|AGENCY-27|AGENCY-39,AGENCY-23,INF-195|INF-185|INF-227|INF-52,4,PRD-208|PRD-406|PRD-480,PRD-381|PRD-221,DEAL-23|DEAL-139,TEAM-8,TEAM-3,CAMP-0556,CAMP-0458|CAMP-0742|CAMP-0918,CR-434,CR-1352,guerrilla,traffic,09-06-2025,22-07-2024,진행중,N,0.01,critical,1,0.103,,N,0.016,low,Y,0.285,,N,0.019,critical,0,0.15,medium,,0.059,high,1,0.012,high,1,0.13,high,1,0.296,medium,Y,0.063,,0,0.14,critical,,0.276,critical,1,0.086,high,0,0.258,high,1,0.243,medium,0,0.257,high,1,0.062,low,1,0.118,critical,,0.23,critical,30,35,male,0.0,1.0,0.0,0.0,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,smart_bidding,1056.84,156.85,0.886,at_risk,1735.08,145.88,1.035,on_track,2468.72,439.29,2.328,미달,658.93,1978.74,1.299,on_track,1745.91,51.97,0.537,on_track,682.3,160.39,1.391,ahead,633.35,2849.91,2.256,behind,1225.16,566.52,1.824,at_risk,462.18,3502.29,1.147,at_risk,995.77,2217.21,1.987,behind,6784.27,1256.63,1.107,behind,1362.36,448.0,0.566,on_track,408.64,1146.87,0.332,exceeded,342.86,755.84,0.572,초과,379.86,313.17,1.731,on_track,2061.05,1264.96,2.225,,110.65,937.18,0.177,exceeded,52.94,1426.77,0.229,ahead,175.73,423.77,1.452,UNKNOWN,1541.38,854.71,1.6,ahead
CAMP-0375,,CAMP-0198,1,SEG-047|SEG-066|SEG-096|SEG-087|SEG-021|SEG-004|SEG-019,7,kakao_moment,kakao_moment,1,AUD-071|AUD-184|AUD-075,AUD-082,AGENCY-23,AGENCY-23,INF-258|INF-300|INF-224,3,PRD-495|PRD-188|PRD-69,PRD-91|PRD-395|PRD-289,DEAL-107,TEAM-24,TEAM-21|TEAM-26,CAMP-0504|CAMP-0307|CAMP-0637,CAMP-0106|CAMP-0601,CR-1096,CR-301,event,store_visit,29-06-2025,27-11-2023,draft,1,0.223,critical,1,0.284,,1,0.207,high,0,0.163,,1,0.017,medium,N,0.156,low,N,0.252,critical,N,0.192,,0,0.263,high,0,0.128,high,0,0.006,,1,0.032,,1,0.113,critical,0,0.12,critical,0,0.122,medium,,0.219,high,1,0.044,high,0,0.123,,0,0.215,low,0,0.206,medium,18,55,F,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10000000,target_cpa,655.22,1156.97,0.545,exceeded,162.86,1304.23,2.422,exceeded,807.51,717.74,2.298,초과,134.25,889.58,2.401,behind,210.49,1518.29,0.62,-,1025.34,2224.63,2.264,ahead,389.59,392.03,1.322,on_track,948.62,123.26,0.177,ahead,584.0,1310.4,0.405,on_track,876.45,172.71,2.613,초과,282.43,886.93,1.615,zehind,1590.38,179.74,0.931,초과,529.67,3757.15,2.07,behwnd,2388.49,1633.11,1.485,behind,1603.61,521.31,0.3,초과,2214.77,2288.58,1.237,behind,106.06,66.58,0.818,ahead,1298.17,206.95,0.704,behind,3166.85,1875.3,2.046,UNKNOWN,178.23,317.72,1.101,초과
CAMP-0376,캠페인_여름_브랜딩_376,CAMP-0394,1,SEG-005|SEG-017|SEG-009|SEG-031|SEG-100|SEG-083|SEG-047|SEG-050,8,native_ad|instagram|naver_ads|affiliate|linkedin,native_ad,5,AUD-131|AUD-117,AUD-107|AUD-193,AGENCY-3|AGENCY-43|AGENCY-38,AGENCY-3,INF-72|INF-48|INF-100|INF-76|INF-188,5,PRD-403|PRD-150|PRD-258|PRD-161|PRD-119|PRD-363|PRD-201|PRD-326|PRD-100|PRD-412,PRD-360|PRD-21|PRD-105,DEAL-83|DEAL-1|DEAL-125|DEAL-26,TEAM-19,TEAM-5|TEAM-25|TEAM-24,CAMP-0105|CAMP-0877|CAMP-0042,CAMP-0050,CR-1235|CR-938|CR-1399|CR-517|CR-1111|CR-1315,CR-294,seasonal,app_install,08-06-2024,15-06-2026,completed,0,0.22,low,N,0.178,medium,0,0.016,medium,1,0.014,critical,,0.058,,1,0.077,medium,0,0.153,,0,0.018,medium,Y,0.218,low,1,0.255,,0,0.126,high,0,0.048,medium,1,0.06,,,0.271,low,Y,0.069,,,0.013,low,1,0.027,low,1,0.285,low,0,0.048,high,0,0.282,,20,35,전체,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50000000,auto_cpc,414.84,1024.03,2.773,on_track,855.55,2063.96,0.347,미달,1161.51,392.03,1.264,on_tyack,2582.01,3799.2,2.339,at_risk,775.67,502.0,2.373,ahead,167.7,919.98,2.347,exceeded,875.34,1900.54,0.203,on_track,133.07,259.29,0.385,초과,370.81,488.86,0.398,ahead,861.17,447.93,1.073,미달,839.15,654.0,0.833,초과,1781.89,481.4,2.334,on_track,3208.9,2636.92,2.183,at_risk,3085.98,1432.25,1.875,on_track,1207.13,1320.01,2.184,at_risk,1455.89,2594.24,2.207,ahead,443.88,465.53,2.075,exceeded,590.02,541.3,0.522,,1118.94,800.61,1.795,behind,170.12,101.24,0.852,
CAMP-0377,캠페인_가을_리타겟_377,,2,SEG-078,1,meta_ads,meta_ads,1,AUD-056,AUD-196,AGENCY-22|AGENCY-26,AGENCY-22,,0,PRD-63|PRD-191|PRD-455,PRD-60|PRD-335|PRD-461,DEAL-119,TEAM-13,TEAM-5,CAMP-0813|CAMP-0721|CAMP-0655|CAMP-0892|CAMP-0501,CAMP-0726,CR-300|CR-829|CR-299|CR-1273|CR-1074|CR-858|CR-282|CR-1096|CR-1342|CR-705,CR-108,always_on,brand_lift,12-06-2025,16-07-2023,ACTIVE,1,0.183,low,1,0.216,medium,1,0.203,high,1,0.034,critical,0,0.21,medium,1,0.174,high,1,0.237,high,1,0.195,,,0.208,low,Y,0.128,,Y,0.229,high,0,0.086,high,1,0.144,low,1,0.249,,,0.166,medium,1,0.299,,0,0.293,high,1,0.18,high,0,0.033,medium,Y,0.187,low,13,25,UNKNOWN,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5000000,target_roas,2836.34,54.37,2.864,at_risk,761.33,331.26,1.009,at_risk,1206.22,244.74,0.46,미달,654.4,641.9,2.002,on_track,472.77,299.54,1.699,미달,330.65,26.99,0.825,exceeded,1165.0,93.5,2.622,on_track,730.4,294.78,2.23,,260.34,918.79,0.164,,3277.22,470.47,1.593,,1584.68,2125.53,1.798,at_risk,1780.95,645.03,1.35,exceeded,2276.54,1510.19,2.209,on_track,75.52,8562.23,1.659,,26.88,727.79,1.386,exceeded,93.78,2260.03,2.614,초과,2725.46,1168.79,0.651,초과,790.92,1914.57,2.826,미달,1081.83,174.81,1.992,ahead,364.01,8.77,2.068,exceeded
CAMP-0378,,CAMP-0219,1,SEG-087|SEG-058|SEG-048,3,tiktok_ads,tiktok_ads,1,AUD-190,AUD-107,AGENCY-35|AGENCY-49|AGENCY-11,AGENCY-35,INF-214|INF-89|INF-277|INF-209,4,PRD-344|PRD-26|PRD-51|PRD-262,PRD-160|PRD-216,DEAL-136|DEAL-55|DEAL-148,TEAM-5,TEAM-2,CAMP-0353|CAMP-0768|CAMP-0621,CAMP-0477,CR-571|CR-1048|CR-631|CR-1472|CR-389|CR-1471|CR-610|CR-1362|CR-821|CR-1105|CR-539,CR-466,-,engagement,20-02-2024,07-03-2023,완료,N,0.166,,0,0.211,critical,0,0.023,,0,0.004,low,,0.083,medium,0,0.203,,0,0.127,medium,1,0.289,low,1,0.173,,1,0.263,,1,0.079,low,0,0.082,low,N,0.104,critical,,0.055,high,Y,0.223,low,Y,0.059,medium,0,0.161,critical,N,0.237,critical,1,0.123,low,0,0.229,low,25,35,전체,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,500000,auto_cpc,523.6,775.72,2.68,초과,465.33,222.54,0.62,behind,822.64,615.3,2.876,behind,84.48,1283.73,1.79,on_track,668.47,392.33,2.623,qehind,480.68,518.48,1.95,UNKNOWN,1606.54,1429.55,1.381,on_track,1542.6,33.64,2.224,behind,1935.69,1274.82,0.133,미달,648.0,201.58,2.14,at_risk,22.8,583.93,2.215,exceeded,4282.39,1195.27,0.761,,263.64,361.99,0.772,초과,74.29,971.06,2.337,ahead,1246.29,2418.92,2.772,초과,817.71,266.36,0.531,미달,868.33,951.36,2.659,,395.62,423.61,1.124,exceeded,2059.88,1283.77,2.624,behind,39.38,1624.71,2.382,미입력
CAMP-0379,,CAMP-0658,2,SEG-057|SEG-098|SEG-010|SEG-074|SEG-018|SEG-068,6,linkedin|affiliate|google_ads|programmatic|kakao_moment,linkedin,5,AUD-007,AUD-062,AGENCY-31|AGENCY-12,AGENCY-31,INF-161|INF-198|INF-150|INF-108,4,PRD-60,PRD-424,DEAL-27,TEAM-15,TEAM-18|TEAM-2,CAMP-0330|CAMP-0468,CAMP-0157|CAMP-0765,CR-633|CR-1158|CR-608|CR-54|CR-484|CR-161|CR-969|CR-172|CR-1422|CR-762|CR-765|CR-118|CR-322|CR-418|CR-952,CR-1436,performanc_,,17-10-2023,20-03-2025,Draft,N,0.218,high,1,0.117,medium,N,0.283,critical,0,0.105,high,Y,0.215,low,1,0.19,high,,0.234,high,,0.099,,1,0.115,low,0,0.291,,N,0.034,medium,1,0.042,critical,1,0.115,low,1,0.089,high,0,0.283,medium,1,0.282,low,0,0.221,,0,0.158,critical,1,0.007,,1,0.211,,25,25,fezale,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,50000000,manual_cpc,1220.27,251.89,0.887,on_track,22.51,1402.88,2.294,exceeded,323.55,1134.55,2.812,초과,225.59,1460.95,2.376,초과,325.85,900.91,0.63,미달,1382.31,2447.22,0.585,,2001.31,362.21,0.551,exceeded,644.47,512.28,1.079,behind,626.18,488.67,2.751,exceeded,1472.82,2378.3,0.485,초과,297.06,258.77,0.107,exceeded,27.46,339.99,1.131,미달,503.3,3314.38,2.623,,898.21,2.82,1.704,exceeded,2815.07,1726.14,2.972,미달,19.09,0.32,0.489,초과,240.92,114.04,0.392,,165.04,656.2,0.908,behind,1090.92,816.78,2.394,초과,475.31,4171.17,0.834,at_risk
CAMP-0380,캠페인_여름_세일_380,CAMP-0089,2,SEG-051|SEG-041|SEG-084|SEG-036|SEG-032|SEG-015,6,google_ads|meta_ads|display_network|linkedin|kakao_moment|push_notification,google_ads,6,AUD-181|AUD-106|AUD-174,AUD-140|AUD-085|AUD-197,AGENCY-3|AGENCY-1|AGENCY-31,AGENCY-3,INF-225|INF-198,2,PRD-348|PRD-266|PRD-456|PRD-72|PRD-447|PRD-313|PRD-392,PRD-273|PRD-284|PRD-318,DEAL-122|DEAL-89,TEAM-4,TEAM-27|TEAM-28,CAMP-0684,CAMP-0332,CR-1252|CR-289|CR-867,CR-912,branding,reach,17-10-2025,05-01-2025,archived,1,0.028,critical,Y,0.033,medium,1,0.121,high,0,0.143,low,,0.27,medium,N,0.142,high,0,0.251,,,0.207,low,Y,0.017,critical,0,0.235,medium,0,0.294,high,0,0.029,critical,0,0.149,critical,0,0.153,high,0,0.025,critical,0,0.045,medium,0,0.075,high,0,0.259,critical,0,0.221,,0,0.04,low,18,25,전체,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,100000000,manual_cpc,1624.27,1247.49,0.425,at_risk,3625.7,496.26,0.591,at_risk,735.88,5895.37,2.936,ahead,825.3,2011.07,2.511,at_risk,38.29,377.15,2.646,on_track,361.73,1579.9,1.663,미달,871.4,2580.93,0.761,ahead,2209.84,817.87,1.965,미달,628.03,1167.54,1.67,ahead,210.23,1041.51,1.419,,682.74,795.84,0.52,behind,162.15,967.74,0.105,exceeded,366.81,952.56,2.807,,416.11,734.79,0.117,미달,1026.27,348.05,0.185,aqead,1053.11,793.75,2.065,on_track,43.98,104.92,2.648,on_track,239.69,2322.57,0.534,behind,1745.37,190.23,1.672,ahead,58.01,954.46,0.474,at_risk
CAMP-0381,캠페인_연중_세일_381,,0,SEG-095,1,display_network|influencer|google_ads,display_network,3,AUD-110|AUD-019,AUD-197,AGENCY-46,AGENCY-46,,0,PRD-442|PRD-357|PRD-196,PRD-406|PRD-493,DEAL-8|DEAL-17,TEAM-22,TEAM-5|TEAM-6,CAMP-0907|CAMP-0938,CAMP-0421,CR-116,CR-516,seasonal,sales,09-06-2024,29-04-2024,active,0,0.031,high,Y,0.195,high,N,0.101,high,0,0.244,,N,0.27,medium,1,0.176,critical,,0.08,medium,,0.138,critical,1,0.228,low,1,0.121,high,1,0.285,medium,Y,0.239,low,0,0.056,,1,0.03,high,1,0.174,low,1,0.053,critical,1,0.075,,1,0.185,critical,1,0.014,high,N,0.011,low,25,45,M,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,10000000,target_cpa,173.1,1578.06,1.261,on_track,488.97,2585.86,1.452,behind,3076.14,1640.03,0.453,,2158.95,1381.72,2.085,미달,6.59,463.16,2.089,exceeded,428.66,1321.24,1.587,미달,842.77,74.27,1.563,on_track,1033.23,4294.98,1.28,,273.53,466.02,1.585,ahead,10.28,1190.87,2.068,초과,661.61,1868.58,2.403,at_risk,163.42,1661.24,1.23,,1143.84,2350.3,2.134,ahead,0.18,726.28,0.335,미달,3104.36,320.26,2.188,behind,215.16,1213.0,1.753,behind,216.16,2608.52,1.726,미달,1355.91,342.48,0.264,behind,845.85,383.36,2.643,미달,1461.52,93.15,0.886,미달
CAMP-0382,캠페인_가을_CRM_382,CAMP-0543,1,SEG-064|SEG-067|SEG-050,3,programmatic|offline_event|native_ad|display_network|tiktok_ads,programmatic,5,AUD-060|AUD-127|AUD-040,AUD-153|AUD-111|AUD-083,AGENCY-11|AGENCY-1,AGENCY-11,INF-269|INF-276|INF-90|INF-108|INF-11,5,PRD-480,PRD-178|PRD-228,DEAL-6|DEAL-143|DEAL-37|DEAL-145,TEAM-24,TEAM-8|TEAM-28,CAMP-0231|CAMP-0670,CAMP-0007|CAMP-0786|CAMP-0931,CR-1216,CR-664,,app_install,20-01-2025,22-12-2023,cancelled,0,0.238,low,N,0.058,low,1,0.262,medium,1,0.202,medium,,0.208,high,1,0.042,,1,0.176,low,0,0.097,medium,,0.26,,0,0.142,low,0,0.283,high,N,0.117,,1,0.024,medium,0,0.037,high,1,0.012,,0,0.213,medium,0,0.129,high,0,0.283,critical,0,0.042,low,1,0.165,medium,40,45,M+F,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,500000,manual_cpc,513.47,184.1,1.186,at_risk,1485.47,1200.05,1.238,ahead,328.58,235.25,1.437,at_risk,22.22,1679.52,0.792,미달,67.74,1279.98,1.196,behind,1119.14,381.74,1.717,behind,1005.14,662.34,0.336,초과,281.96,3560.36,1.341,on_track,84.75,874.91,0.154,behind,977.16,1811.59,1.115,at_risk,550.1,2562.86,0.263,exceeded,464.51,2245.04,2.655,exceeded,1876.06,512.5,1.965,on_track,1440.27,176.36,1.031,exceeded,31.31,61.29,2.366,behind,756.99,2018.13,1.653,xhead,255.16,1322.46,2.094,미달,2435.34,34.97,2.708,초과,4806.26,740.11,1.318,at_risk,205.93,1358.46,1.323,exceeded
CAMP-0383,캠페인_연중_프로모_383,CAMP-0818,1,SEG-034|SEG-100,2,twitter_x|google_ads|display_network|programmatic|naver_ads,twitter_x,5,AUD-151|AUD-180,AUD-174,AGENCY-41|AGENCY-36|AGENCY-8,AGENCY-41,INF-88|INF-186|INF-279|INF-225,4,PRD-105|PRD-480|PRD-207|PRD-261|PRD-310|PRD-185|PRD-194|PRD-221|PRD-397|PRD-124,PRD-231|PRD-351,DEAL-126|DEAL-22|DEAL-1,TEAM-29,TEAM-11|TEAM-21,CAMP-0754|CAMP-0368,CAMP-0460|CAMP-0616,CR-711|CR-1074|CR-408|CR-1130|CR-375|CR-40|CR-968|CR-1118|CR-534|CR-578|CR-336,CR-1130,awareness,store_visit,01-09-2023,21-03-2024,Draft,,0.093,medium,1,0.124,high,1,0.161,low,0,0.023,low,Y,0.144,critical,1,0.042,medium,0,0.234,critical,1,0.065,critical,1,0.108,low,0,0.018,,1,0.172,critical,1,0.212,critical,0,0.252,high,0,0.088,medium,0,0.257,critical,1,0.147,,0,0.16,medium,0,0.066,low,0,0.279,,,0.293,critical,35,65,all,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5000000,manual_cpc,433.26,514.19,1.181,at_risk,638.28,308.23,2.767,on_track,617.8,1990.18,1.989,on_track,188.7,753.6,1.59,ahead,1358.26,449.55,1.061,ahead,1197.83,2940.51,1.558,미달,611.1,795.26,0.797,미달,757.51,2205.22,1.72,on_track,1045.87,2055.16,0.746,behind,1099.73,1678.63,2.653,on_track,612.12,1271.98,1.356,초과,767.49,477.56,2.993,behind,643.23,226.11,0.94,behind,684.03,62.67,2.108,exceeded,2038.79,311.02,1.271,at_risk,199.98,179.84,0.59,ahead,1778.62,1722.26,2.254,at_risk,1943.54,2272.47,2.081,미달,1043.18,3504.81,2.973,at_risk,681.94,1329.73,1.083,at_risk
CAMP-0384,캠페인_겨울_브랜딩_384,CAMP-0480,1,SEG-091|SEG-058|SEG-028|SEG-079|SEG-037,5,podcast_ads|push_notification|sms|email|display_network,podcast_ads,5,AUD-014|AUD-104|AUD-106,AUD-142|AUD-079,AGENCY-43|AGENCY-19|AGENCY-29,AGENCY-43,INF-267,1,PRD-338|PRD-32|PRD-24|PRD-368,PRD-419|PRD-99|PRD-400,DEAL-122|DEAL-72|DEAL-35|DEAL-89,TEAM-11,TEAM-15|TEAM-4,CAMP-0821,CAMP-0895,CR-677|CR-223|CR-441|CR-1359|CR-1233|CR-550|CR-802|CR-507|CR-1435|CR-168|CR-1343|CR-454|CR-862|CR-423|CR-1357,CR-963,consideration,reach,11-02-2024,21-06-2023,paused,0,0.054,high,1,0.003,medium,1,0.008,high,0,0.052,low,N,0.282,low,0,0.264,medium,,0.007,medium,1,0.269,high,Y,0.025,low,0,0.028,,0,0.266,critical,1,0.169,critical,0,0.072,critical,0,0.069,low,Y,0.042,high,Y,0.002,medium,Y,0.063,,0,0.266,,1,0.111,critical,1,0.201,low,40,55,all,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10000000,manual_cpc,344.97,1402.36,2.673,on_track,781.08,903.75,2.048,exceeded,492.87,935.73,0.864,behind,77.61,291.04,2.978,ahead,1500.81,1438.69,2.635,at_risk,1660.78,341.44,0.887,미달,80.36,680.91,0.405,UNKNOWN,1920.78,1598.51,0.754,초과,406.4,149.89,2.366,미달,1143.59,555.29,1.097,초과,1930.21,1196.02,1.82,미달,322.61,1720.88,0.687,behind,250.1,199.05,0.288,exceeded,1500.17,721.64,1.894,at_risk,2074.3,127.03,1.598,exceeded,232.6,762.41,0.631,at_risk,465.29,823.28,1.644,at_risk,1065.54,2570.47,2.384,exceeded,597.41,1608.26,2.834,at_risk,859.7,498.9,0.247,exceeded
CAMP-0385,캠페인_연중_리타겟_385,,2,SEG-026|SEG-016|SEG-018|SEG-010|SEG-058|SEG-023|SEG-092|SEG-057,8,tiktok_ads,tiktok_ads,1,AUD-082,AUD-157|AUD-047,AGENCY-41,AGENCY-41,INF-149|INF-203|INF-240|INF-110,4,PRD-221|PRD-469|PRD-46,PRD-158|PRD-397|PRD-83,DEAL-117|DEAL-63|DEAL-3|DEAL-126,TEAM-5,TEAM-27,CAMP-0005,CAMP-0772,CR-1099|CR-1035|CR-386|CR-1429|CR-1379|CR-1272|CR-1207|CR-638|CR-648,CR-994,launch,app_install,24-02-2023,19-01-2025,paused,Y,0.261,high,1,0.026,medium,Y,0.158,high,Y,0.194,critical,1,0.201,high,0,0.255,,0,0.221,medium,0,0.094,,0,0.147,high,N,0.019,low,0,0.222,low,1,0.138,,0,0.217,,1,0.14,low,,0.047,medium,1,0.105,low,1,0.18,high,0,0.024,critical,1,0.06,high,Y,0.107,high,30,35,전체,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,,1.0,100000000,미입력,3759.19,123.87,2.844,미달,2287.43,532.63,0.55,,151.49,650.93,2.606,on_track,537.65,340.04,2.166,ahead,672.43,224.81,0.519,초과,29.03,189.38,0.391,behind,787.4,640.68,0.804,초과,350.49,433.45,0.773,at_r_sk,2181.94,63.38,2.837,미달,120.74,1773.75,0.313,초과,1064.38,862.97,2.385,behind,1131.99,312.21,2.257,미달,1456.86,1664.87,2.695,behind,438.63,1736.44,1.41,behind,359.14,362.65,0.203,ahead,757.08,3023.24,2.334,초과,546.1,516.94,2.704,초과,95.12,2281.32,0.476,ahead,401.57,1942.95,0.517,미입력,504.65,927.63,2.685,미입력
